competitor_id,location_id,business_category,business_name,latitude,longitude,distance_km,source,confidence
COMP0272,LOC002,Tailoring,Radha Boutique,9.459888,87.413925,8.5,OpenStreetMap,High
COMP0273,LOC015,Dairy,Shri Bharat Dudh Dairy,32.006949,73.860157,6.7,Illustrative,Low
COMP0274,LOC014,Dairy,New Doodh Bhandar,27.505430,76.621238,1.8,OpenStreetMap,Medium
COMP0275,LOC006,Dairy,Shri Maa Dudh Dairy,21.932970,74.603716,5.3,User-provided,High
COMP0276,LOC013,Tailoring,Star Tailors,28.302389,78.314587,2.5,OpenStreetMap,Medium
COMP0277,LOC010,Dairy,Shree Doodh Bhandar,15.127102,73.196962,8.0,OpenStreetMap,High
COMP0278,LOC003,Dairy,Ideal Milk Center,19.083739,85.930149,8.0,OpenStreetMap,Medium
COMP0279,LOC012,Dairy,Maa Doodh Bhandar,23.567184,81.917659,3.0,User-provided,Medium
COMP0280,LOC008,Kirana,Durga General Store,32.449856,82.156464,4.4,OpenStreetMap,High
COMP0281,LOC013,Tailoring,Om Boutique,29.424609,74.727786,5.1,Illustrative,Low
COMP0282,LOC013,Dairy,City Milk Center,8.761509,83.958063,6.9,OpenStreetMap,Medium
COMP0283,LOC007,Tailoring,Ganesh Tailors,21.943975,78.475271,5.0,OpenStreetMap,High
COMP0284,LOC003,Kirana,Radha Kirana Store,15.354494,85.624244,4.0,OpenStreetMap,Medium
COMP0285,LOC015,Kirana,Balaji General Store,12.651082,78.555335,7.9,OpenStreetMap,Medium
COMP0286,LOC001,Tailoring,Radha Tailoring Works,32.498542,79.088267,9.0,OpenStreetMap,High
COMP0287,LOC010,Dairy,Durga Milk Center,24.725787,79.153200,6.1,User-provided,Medium
COMP0288,LOC010,Dairy,Ideal Dairy,15.893098,82.821544,1.9,OpenStreetMap,Medium
COMP0289,LOC017,Dairy,Shiv Doodh Bhandar,24.892296,78.279914,0.1,OpenStreetMap,High
COMP0290,LOC019,Tailoring,Radha Tailors,24.813764,73.382954,3.2,OpenStreetMap,High
COMP0291,LOC014,Tailoring,Gopal Tailoring Works,23.229507,76.266570,5.3,OpenStreetMap,Medium
COMP0292,LOC015,Kirana,Vishal Mart,9.708645,83.762606,4.3,Illustrative,Low
COMP0293,LOC016,Kirana,Durga Kirana Store,28.286732,81.578291,1.8,OpenStreetMap,High
COMP0294,LOC018,Dairy,Sai Dairy,17.023602,79.262716,2.1,OpenStreetMap,High
COMP0295,LOC005,Tailoring,Shiv Tailoring Works,20.034951,83.878251,0.2,User-provided,Medium
COMP0296,LOC012,Tailoring,Durga Boutique,11.819502,81.643316,3.4,OpenStreetMap,Medium
COMP0297,LOC006,Tailoring,Royal Boutique,32.001350,85.979929,4.1,OpenStreetMap,High
COMP0298,LOC010,Dairy,Krishna Doodh Bhandar,9.445862,86.864249,3.1,OpenStreetMap,Medium
COMP0299,LOC015,Kirana,Gramin General Store,19.126247,81.736215,2.9,Illustrative,Low
COMP0300,LOC002,Dairy,Ganesh Doodh Bhandar,26.409708,78.008084,7.3,OpenStreetMap,High
COMP0301,LOC016,Kirana,Krishna Mart,27.291416,77.852465,3.6,OpenStreetMap,Medium
COMP0302,LOC020,Kirana,Annapurna Provision Store,14.328322,74.976844,0.4,User-provided,Medium
COMP0303,LOC010,Dairy,Laxmi Milk Center,27.309269,85.837184,7.4,OpenStreetMap,Medium
COMP0304,LOC006,Tailoring,Gramin Fashion Point,13.948444,74.940582,9.1,OpenStreetMap,High
COMP0305,LOC002,Dairy,Shree Doodh Bhandar,31.172899,80.561763,5.0,OpenStreetMap,Medium
COMP0306,LOC020,Tailoring,Om Tailors,24.980414,75.369118,4.4,User-provided,Medium
COMP0307,LOC002,Kirana,Krishna Mart,13.660434,78.648084,0.4,Illustrative,Low
COMP0308,LOC005,Dairy,Vishal Dairy,25.529739,86.782795,0.7,OpenStreetMap,High
COMP0309,LOC006,Dairy,Sun Dairy,27.780337,83.401605,5.7,User-provided,Medium
COMP0310,LOC018,Dairy,Star Doodh Bhandar,31.808229,87.066693,8.6,User-provided,Medium
COMP0311,LOC002,Kirana,Royal Provision Store,24.268310,81.670865,4.2,OpenStreetMap,Medium
COMP0312,LOC005,Dairy,Shri Vishal Dudh Dairy,29.731009,73.237114,2.0,User-provided,Medium
COMP0313,LOC005,Tailoring,Ideal Fashion Point,22.396513,79.337117,5.3,Illustrative,Low
COMP0314,LOC013,Dairy,Sai Milk Center,31.741581,75.984280,7.4,OpenStreetMap,Medium
COMP0315,LOC004,Dairy,Shri Durga Dudh Dairy,20.191581,81.498134,2.3,Illustrative,Low
COMP0316,LOC017,Kirana,Star Kirana Store,24.775790,85.365251,1.4,Illustrative,Low
COMP0317,LOC017,Dairy,Ideal Doodh Bhandar,12.527250,87.872523,5.6,OpenStreetMap,High
COMP0318,LOC012,Kirana,Maa Kirana Store,14.109342,78.645846,0.2,Illustrative,Low
COMP0319,LOC015,Dairy,Star Milk Center,30.295696,74.176974,9.8,OpenStreetMap,High
COMP0320,LOC012,Dairy,Shri Prime Dudh Dairy,26.139316,72.982858,2.6,OpenStreetMap,Medium
COMP0321,LOC017,Kirana,Gopal Provision Store,20.184611,85.619758,3.6,OpenStreetMap,Medium
COMP0322,LOC020,Dairy,Balaji Milk Center,16.939936,83.694666,0.3,Illustrative,Low
COMP0323,LOC004,Kirana,Laxmi Mart,10.177491,76.857223,1.6,OpenStreetMap,Medium
COMP0324,LOC005,Tailoring,Ideal Fashion Point,32.434164,84.754665,2.7,User-provided,Medium
COMP0325,LOC001,Dairy,Bharat Milk Center,20.492774,86.507023,7.9,OpenStreetMap,High
COMP0326,LOC006,Tailoring,Bharat Tailoring Works,31.717458,83.678829,4.5,OpenStreetMap,High
COMP0327,LOC012,Dairy,City Milk Center,29.945027,82.050806,0.5,OpenStreetMap,Medium
COMP0328,LOC015,Dairy,Maa Doodh Bhandar,30.991638,77.735448,3.4,User-provided,High
COMP0329,LOC008,Dairy,Royal Doodh Bhandar,9.493694,75.089510,6.7,OpenStreetMap,Medium
COMP0330,LOC009,Dairy,Shri Jai Dudh Dairy,22.111956,81.091931,9.5,OpenStreetMap,High
COMP0331,LOC007,Kirana,Jai Kirana Store,27.484845,85.250761,2.4,OpenStreetMap,High
COMP0332,LOC010,Kirana,Gopal Provision Store,17.139941,86.195291,2.5,Illustrative,Low
COMP0333,LOC011,Dairy,Shri Shiv Dudh Dairy,16.189120,88.318206,4.8,OpenStreetMap,High
COMP0334,LOC008,Kirana,Om General Store,13.349227,86.753617,6.7,User-provided,High
COMP0335,LOC013,Tailoring,Sai Fashion Point,22.541708,75.057894,7.2,OpenStreetMap,Medium
COMP0336,LOC003,Kirana,Modern Kirana Store,12.707716,81.913544,9.8,OpenStreetMap,Medium
COMP0337,LOC003,Kirana,Sai Provision Store,15.048516,76.843366,0.3,OpenStreetMap,Medium
COMP0338,LOC008,Kirana,Shree General Store,18.029723,75.945459,6.0,Illustrative,Low
COMP0339,LOC007,Dairy,Om Dairy,22.884623,74.045142,8.0,Illustrative,Low
COMP0340,LOC005,Dairy,Shri Ideal Dudh Dairy,23.883902,73.035609,3.3,OpenStreetMap,High
COMP0341,LOC011,Dairy,Annapurna Dairy,20.120412,82.373651,7.9,OpenStreetMap,High
COMP0342,LOC014,Kirana,Annapurna Kirana Store,23.168284,84.982585,9.8,User-provided,High
COMP0343,LOC015,Kirana,Gramin Kirana Store,21.995757,88.304138,0.6,Illustrative,Low
COMP0344,LOC006,Dairy,Krishna Milk Center,11.838059,84.844856,1.0,OpenStreetMap,Medium
COMP0345,LOC012,Tailoring,Shiv Boutique,32.051567,81.827092,2.4,Illustrative,Low
COMP0346,LOC016,Kirana,Annapurna Provision Store,27.019803,88.144942,4.5,OpenStreetMap,Medium
COMP0347,LOC017,Tailoring,Om Fashion Point,14.495262,81.562674,1.1,OpenStreetMap,High
COMP0348,LOC008,Tailoring,New Tailors,23.453580,74.718892,5.4,OpenStreetMap,High
COMP0349,LOC009,Kirana,Gopal Provision Store,11.998500,75.585639,7.3,OpenStreetMap,High
COMP0350,LOC012,Kirana,Sun General Store,32.074181,80.633317,6.3,OpenStreetMap,Medium
COMP0351,LOC015,Dairy,Laxmi Dairy,24.306679,73.042353,8.0,User-provided,High
COMP0352,LOC002,Dairy,Star Doodh Bhandar,30.259197,78.696398,6.5,OpenStreetMap,High
COMP0353,LOC009,Dairy,Radha Doodh Bhandar,13.976274,75.990323,7.5,OpenStreetMap,Medium
COMP0354,LOC016,Dairy,Bharat Milk Center,29.199986,86.447453,2.7,OpenStreetMap,Medium
COMP0355,LOC010,Dairy,Bharat Dairy,29.417626,76.720806,3.2,Illustrative,Low
COMP0356,LOC007,Tailoring,Gopal Boutique,17.084781,85.043093,8.6,OpenStreetMap,Medium
COMP0357,LOC005,Kirana,Shiv Provision Store,8.988621,74.551469,9.6,OpenStreetMap,High
COMP0358,LOC010,Dairy,Shri Laxmi Dudh Dairy,26.506428,80.092322,4.0,User-provided,High
COMP0359,LOC013,Kirana,Modern Kirana Store,14.054135,85.236148,6.9,OpenStreetMap,High
COMP0360,LOC017,Tailoring,Durga Tailoring Works,10.927327,73.112981,9.8,OpenStreetMap,High
COMP0361,LOC004,Dairy,Om Doodh Bhandar,21.062519,72.840357,2.3,Illustrative,Low
COMP0362,LOC018,Tailoring,Vishal Tailors,16.921102,80.591384,9.1,OpenStreetMap,High
COMP0363,LOC008,Kirana,Durga Provision Store,12.670994,76.954978,0.8,OpenStreetMap,High
COMP0364,LOC017,Dairy,Shri Balaji Dudh Dairy,8.655222,83.603867,6.5,Illustrative,Low
COMP0365,LOC018,Dairy,Gopal Doodh Bhandar,25.698011,79.068745,3.2,User-provided,High
COMP0366,LOC005,Dairy,Star Doodh Bhandar,27.770470,86.900127,6.3,OpenStreetMap,Medium
COMP0367,LOC020,Kirana,Krishna General Store,24.388588,74.162967,6.2,OpenStreetMap,High
COMP0368,LOC013,Tailoring,Shiv Fashion Point,23.973987,81.418487,3.2,Illustrative,Low
COMP0369,LOC016,Kirana,Vishal Mart,16.650829,81.375025,3.8,User-provided,High
COMP0370,LOC003,Dairy,Shri Royal Dudh Dairy,24.296383,85.771316,0.8,Illustrative,Low
COMP0371,LOC020,Kirana,Bharat Provision Store,29.070710,78.260109,5.9,Illustrative,Low
COMP0372,LOC005,Dairy,Shri Vishal Dudh Dairy,13.336679,75.455386,3.7,OpenStreetMap,High
COMP0373,LOC015,Dairy,Gramin Dairy,17.588416,85.864298,8.1,OpenStreetMap,Medium
COMP0374,LOC005,Kirana,Laxmi Mart,17.191060,83.209168,5.2,OpenStreetMap,Medium
COMP0375,LOC003,Dairy,Shri Sun Dudh Dairy,25.149878,79.854239,4.8,OpenStreetMap,High
COMP0376,LOC001,Tailoring,Bharat Fashion Point,20.948719,76.530780,3.7,OpenStreetMap,Medium
COMP0377,LOC009,Dairy,New Milk Center,22.150254,73.706434,1.8,Illustrative,Low
COMP0378,LOC011,Dairy,Shri Sun Dudh Dairy,10.601022,82.787444,8.5,OpenStreetMap,High
COMP0379,LOC014,Kirana,Royal Provision Store,27.223442,87.252163,7.1,User-provided,High
COMP0380,LOC002,Kirana,Star Provision Store,18.786307,82.336801,2.6,OpenStreetMap,Medium
COMP0381,LOC019,Dairy,Durga Milk Center,22.383158,73.794693,2.1,OpenStreetMap,High
COMP0382,LOC015,Dairy,Bharat Doodh Bhandar,30.951488,82.894997,7.9,OpenStreetMap,Medium
COMP0383,LOC015,Kirana,Star Mart,32.377818,75.566831,0.7,User-provided,High
COMP0384,LOC005,Tailoring,Shiv Tailors,14.001217,75.943844,5.4,OpenStreetMap,Medium
COMP0385,LOC013,Kirana,Ganesh Kirana Store,13.719075,74.011048,8.1,OpenStreetMap,Medium
COMP0386,LOC003,Kirana,Modern General Store,19.348090,85.736695,2.1,OpenStreetMap,Medium
COMP0387,LOC002,Tailoring,Modern Tailoring Works,11.779298,79.189110,0.6,OpenStreetMap,Medium
COMP0388,LOC011,Dairy,Sai Dairy,32.227204,77.112278,2.7,OpenStreetMap,Medium
COMP0389,LOC009,Tailoring,Ideal Fashion Point,17.914260,86.707020,6.8,OpenStreetMap,Medium
COMP0390,LOC008,Kirana,Ideal Mart,14.595742,75.971515,0.6,Illustrative,Low
COMP0391,LOC015,Tailoring,Jai Boutique,30.824092,78.165556,4.6,Illustrative,Low
COMP0392,LOC011,Dairy,Star Dairy,31.329132,85.727172,0.4,OpenStreetMap,Medium
COMP0393,LOC010,Dairy,Modern Milk Center,23.118506,79.174274,7.2,OpenStreetMap,High
COMP0394,LOC002,Dairy,Shree Dairy,11.701644,86.614992,8.1,User-provided,Medium
COMP0395,LOC001,Kirana,Bharat General Store,13.721415,84.110789,7.4,OpenStreetMap,High
COMP0396,LOC005,Kirana,Vishal General Store,10.830782,74.295193,7.8,OpenStreetMap,Medium
COMP0397,LOC008,Tailoring,Durga Fashion Point,30.231668,83.568831,1.6,OpenStreetMap,High
COMP0398,LOC002,Dairy,City Doodh Bhandar,26.671863,86.533096,7.9,Illustrative,Low
COMP0399,LOC010,Kirana,Ideal Provision Store,28.675457,75.184796,7.9,OpenStreetMap,Medium
COMP0400,LOC002,Dairy,Annapurna Milk Center,15.414554,83.080814,6.9,OpenStreetMap,Medium
COMP0401,LOC005,Kirana,Gramin Mart,24.761655,74.595653,8.2,OpenStreetMap,High
COMP0402,LOC017,Tailoring,Bharat Fashion Point,16.785560,84.580791,5.0,OpenStreetMap,High
COMP0403,LOC016,Dairy,Shri Royal Dudh Dairy,22.472218,84.673051,2.1,User-provided,High
COMP0404,LOC008,Tailoring,Shree Fashion Point,22.380665,74.380466,0.1,OpenStreetMap,High
COMP0405,LOC010,Dairy,Shri Jai Dudh Dairy,19.235930,76.684123,7.4,OpenStreetMap,High
COMP0406,LOC010,Kirana,Laxmi Mart,26.401720,74.573364,1.7,User-provided,High
COMP0407,LOC002,Dairy,Star Dairy,23.988145,74.871919,5.8,OpenStreetMap,High
COMP0408,LOC012,Kirana,Jai General Store,12.489710,87.582265,3.3,User-provided,High
COMP0409,LOC005,Dairy,Radha Dairy,11.221410,80.589223,5.4,OpenStreetMap,Medium
COMP0410,LOC015,Dairy,Vishal Dairy,14.575072,87.705502,2.9,Illustrative,Low
COMP0411,LOC005,Kirana,Laxmi General Store,8.764184,87.610006,4.9,Illustrative,Low
COMP0412,LOC008,Dairy,Om Milk Center,28.669880,88.471074,4.3,Illustrative,Low
COMP0413,LOC010,Tailoring,Ganesh Tailors,24.399726,76.216693,2.5,Illustrative,Low
COMP0414,LOC008,Dairy,Shri Laxmi Dudh Dairy,9.393465,82.506498,6.9,OpenStreetMap,Medium
COMP0415,LOC003,Kirana,Modern Mart,30.592385,72.969023,9.3,User-provided,High
COMP0416,LOC002,Dairy,Om Milk Center,26.083490,83.457252,1.6,OpenStreetMap,High
COMP0417,LOC007,Dairy,Shiv Milk Center,16.378558,88.122849,9.9,User-provided,Medium
COMP0418,LOC016,Tailoring,Ganesh Fashion Point,26.510214,82.791311,2.1,OpenStreetMap,Medium
COMP0419,LOC014,Dairy,Shri Modern Dudh Dairy,12.309678,87.962270,6.7,User-provided,Medium
COMP0420,LOC009,Kirana,Shree Provision Store,26.353601,85.869569,8.0,Illustrative,Low
COMP0421,LOC014,Dairy,Shri Gopal Dudh Dairy,31.558590,81.147239,9.4,OpenStreetMap,High
COMP0422,LOC009,Kirana,Radha General Store,13.172127,79.989105,2.4,User-provided,Medium
COMP0423,LOC013,Tailoring,Annapurna Tailoring Works,24.856834,87.584812,8.2,User-provided,Medium
COMP0424,LOC008,Tailoring,Shiv Fashion Point,22.736273,85.929868,7.9,OpenStreetMap,Medium
COMP0425,LOC016,Tailoring,Bharat Tailors,18.489639,82.294687,4.6,OpenStreetMap,High
COMP0426,LOC003,Dairy,Royal Doodh Bhandar,9.184911,78.072424,9.8,OpenStreetMap,Medium
COMP0427,LOC014,Tailoring,Laxmi Boutique,13.613367,82.646221,3.8,OpenStreetMap,Medium
COMP0428,LOC009,Dairy,Jai Milk Center,12.434728,78.319332,8.1,User-provided,High
COMP0429,LOC016,Dairy,Sai Milk Center,17.821559,72.942219,8.5,OpenStreetMap,High
COMP0430,LOC015,Tailoring,Gopal Fashion Point,16.890525,74.384243,5.5,Illustrative,Low
COMP0431,LOC005,Kirana,Shiv Provision Store,18.426266,80.874125,3.3,OpenStreetMap,Medium
COMP0432,LOC012,Dairy,Vishal Doodh Bhandar,27.889094,73.737077,6.5,User-provided,High
COMP0433,LOC001,Dairy,Ideal Dairy,17.489885,77.685014,5.1,OpenStreetMap,Medium
COMP0434,LOC002,Kirana,Om Mart,8.570393,87.503986,2.8,OpenStreetMap,High
COMP0435,LOC013,Dairy,Shri Annapurna Dudh Dairy,26.775098,77.371389,5.4,User-provided,High
COMP0436,LOC003,Kirana,Bharat Mart,31.608847,83.942277,6.9,OpenStreetMap,Medium
COMP0437,LOC006,Kirana,Shree Mart,27.527226,78.251750,1.5,Illustrative,Low
COMP0438,LOC006,Dairy,Shiv Milk Center,15.918522,73.639891,3.0,User-provided,High
COMP0439,LOC006,Dairy,Krishna Doodh Bhandar,23.359250,87.370344,4.1,OpenStreetMap,Medium
COMP0440,LOC013,Dairy,Balaji Doodh Bhandar,11.110491,87.335076,6.2,Illustrative,Low
COMP0441,LOC006,Kirana,Shree Provision Store,12.064893,84.686113,4.7,Illustrative,Low
COMP0442,LOC003,Dairy,Shri Durga Dudh Dairy,30.511505,81.110690,2.9,OpenStreetMap,Medium
COMP0443,LOC015,Kirana,Ideal Kirana Store,28.322173,81.693648,3.6,OpenStreetMap,Medium
COMP0444,LOC008,Kirana,Prime Kirana Store,22.926524,85.804545,8.3,OpenStreetMap,Medium
COMP0445,LOC006,Tailoring,Prime Tailors,18.132390,86.013354,7.8,OpenStreetMap,Medium
COMP0446,LOC013,Tailoring,Jai Fashion Point,29.246928,83.980938,1.5,Illustrative,Low
COMP0447,LOC010,Dairy,Shri Shiv Dudh Dairy,9.989393,79.287328,5.0,Illustrative,Low
COMP0448,LOC019,Tailoring,Modern Boutique,25.962985,85.127785,6.8,OpenStreetMap,High
COMP0449,LOC008,Tailoring,Vishal Boutique,11.411096,77.236901,0.4,User-provided,High
COMP0450,LOC005,Tailoring,Royal Tailoring Works,29.999962,83.978729,7.7,Illustrative,Low
COMP0451,LOC020,Dairy,City Milk Center,10.661545,83.413345,9.7,OpenStreetMap,Medium
COMP0452,LOC001,Tailoring,Laxmi Tailors,28.610149,77.904730,0.1,OpenStreetMap,Medium
COMP0453,LOC009,Tailoring,Modern Tailoring Works,21.773371,85.475792,0.5,User-provided,Medium
COMP0454,LOC016,Dairy,Shri Gramin Dudh Dairy,21.189694,76.415557,5.6,OpenStreetMap,Medium
COMP0455,LOC019,Tailoring,Radha Tailors,27.151956,73.245448,5.0,User-provided,High
COMP0456,LOC003,Kirana,Gopal Provision Store,10.557424,74.564344,3.9,Illustrative,Low
COMP0457,LOC008,Tailoring,Jai Tailors,31.568307,77.971976,9.8,OpenStreetMap,Medium
COMP0458,LOC019,Dairy,Shiv Doodh Bhandar,29.617358,82.497574,2.0,Illustrative,Low
COMP0459,LOC004,Tailoring,Prime Fashion Point,13.080411,84.355106,5.2,User-provided,Medium
COMP0460,LOC007,Kirana,Ideal General Store,26.608645,85.956456,3.0,OpenStreetMap,High
COMP0461,LOC003,Dairy,New Doodh Bhandar,28.534653,82.872691,7.4,Illustrative,Low
COMP0462,LOC018,Dairy,Modern Milk Center,23.636700,88.366053,3.1,OpenStreetMap,High
COMP0463,LOC012,Tailoring,Durga Tailors,19.366854,74.403778,1.1,OpenStreetMap,Medium
COMP0464,LOC016,Tailoring,Gramin Tailors,27.553471,80.277005,8.2,OpenStreetMap,High
COMP0465,LOC017,Tailoring,Krishna Tailoring Works,16.926968,83.104385,9.3,OpenStreetMap,Medium
COMP0466,LOC017,Tailoring,Sai Tailoring Works,27.966046,86.009556,1.4,OpenStreetMap,High
COMP0467,LOC007,Kirana,New Mart,8.619899,85.835897,7.8,User-provided,Medium
COMP0468,LOC007,Kirana,Gramin Kirana Store,16.556646,81.585472,4.6,OpenStreetMap,High
COMP0469,LOC008,Dairy,Shri Maa Dudh Dairy,29.622373,74.339531,8.7,OpenStreetMap,Medium
COMP0470,LOC015,Tailoring,Prime Tailoring Works,10.028145,84.174297,0.6,User-provided,Medium
COMP0471,LOC013,Tailoring,Durga Boutique,24.053857,83.664905,4.7,OpenStreetMap,High
COMP0472,LOC016,Tailoring,Durga Tailors,14.150285,88.293442,2.3,User-provided,Medium
COMP0473,LOC002,Dairy,New Milk Center,9.317381,73.564289,2.5,OpenStreetMap,High
COMP0474,LOC018,Tailoring,Balaji Tailoring Works,9.395891,80.146269,4.8,OpenStreetMap,High
COMP0475,LOC006,Dairy,Royal Milk Center,20.742248,74.460992,7.8,User-provided,Medium
COMP0476,LOC003,Kirana,Vishal Kirana Store,21.935134,82.421064,7.9,Illustrative,Low
COMP0477,LOC002,Tailoring,Sun Fashion Point,17.966708,72.919826,7.4,OpenStreetMap,High
COMP0478,LOC017,Kirana,Krishna Mart,11.343902,83.005915,2.1,User-provided,Medium
COMP0479,LOC020,Kirana,Shiv Provision Store,10.666146,84.263721,8.4,OpenStreetMap,High
COMP0480,LOC012,Dairy,Shri Prime Dudh Dairy,15.526841,80.557934,5.7,OpenStreetMap,High
COMP0481,LOC001,Dairy,Laxmi Dairy,24.857332,84.847630,2.2,User-provided,High
COMP0482,LOC014,Kirana,Prime General Store,26.057780,85.305871,9.0,OpenStreetMap,High
COMP0483,LOC005,Kirana,Shree Mart,12.733458,87.601117,4.4,OpenStreetMap,Medium
COMP0484,LOC010,Kirana,Gramin Kirana Store,17.613240,75.345521,1.7,User-provided,High
COMP0485,LOC009,Kirana,Star Kirana Store,21.361922,78.149191,5.4,OpenStreetMap,Medium
COMP0486,LOC001,Kirana,Gramin General Store,27.549838,81.152660,1.1,OpenStreetMap,Medium
COMP0487,LOC011,Dairy,Sun Dairy,12.282845,81.135419,6.5,Illustrative,Low
COMP0488,LOC014,Kirana,Annapurna Kirana Store,13.518165,77.312009,9.0,OpenStreetMap,Medium
COMP0489,LOC014,Kirana,Royal General Store,18.955608,83.583999,6.9,OpenStreetMap,Medium
COMP0490,LOC008,Dairy,Ganesh Dairy,25.056651,76.084688,2.6,Illustrative,Low
COMP0491,LOC003,Tailoring,City Tailoring Works,10.278398,84.254692,5.3,OpenStreetMap,Medium
COMP0492,LOC003,Dairy,Gopal Dairy,20.298002,88.021824,6.8,OpenStreetMap,Medium
COMP0493,LOC006,Kirana,City Provision Store,17.914235,83.739310,1.8,OpenStreetMap,Medium
COMP0494,LOC011,Dairy,New Milk Center,17.750387,85.116623,1.1,OpenStreetMap,Medium
COMP0495,LOC011,Dairy,Krishna Dairy,10.150826,74.204924,7.8,Illustrative,Low
COMP0496,LOC009,Dairy,Bharat Milk Center,10.740166,88.228415,3.9,OpenStreetMap,High
COMP0497,LOC002,Dairy,Balaji Dairy,28.946443,74.842096,9.5,OpenStreetMap,High
COMP0498,LOC005,Dairy,Shri Jai Dudh Dairy,17.226146,81.011878,1.2,OpenStreetMap,High
COMP0499,LOC010,Kirana,Radha Kirana Store,24.031566,86.719968,7.6,OpenStreetMap,High
COMP0500,LOC016,Dairy,Shree Dairy,10.800506,78.725380,3.7,OpenStreetMap,High
COMP0501,LOC016,Tailoring,Laxmi Tailors,19.484873,83.970904,1.0,OpenStreetMap,Medium
COMP0502,LOC016,Kirana,Star General Store,19.010409,74.657474,0.8,OpenStreetMap,Medium
COMP0503,LOC016,Dairy,Shri Ideal Dudh Dairy,9.780687,80.796244,4.8,OpenStreetMap,Medium
COMP0504,LOC004,Dairy,Vishal Doodh Bhandar,9.748874,80.988236,5.1,OpenStreetMap,High
COMP0505,LOC004,Dairy,Shri Sun Dudh Dairy,30.670665,80.036673,7.3,OpenStreetMap,Medium
COMP0506,LOC011,Dairy,Shri Shiv Dudh Dairy,27.416648,73.869889,7.0,User-provided,High
COMP0507,LOC009,Dairy,Annapurna Dairy,24.136614,80.880140,0.3,User-provided,Medium
COMP0508,LOC018,Tailoring,Shiv Tailoring Works,22.978776,83.022839,1.5,OpenStreetMap,High
COMP0509,LOC012,Tailoring,Durga Boutique,13.868042,82.187928,8.9,OpenStreetMap,Medium
COMP0510,LOC007,Kirana,Sun Provision Store,31.908448,85.976467,3.1,OpenStreetMap,High
COMP0511,LOC003,Tailoring,New Boutique,17.074074,80.402094,0.7,OpenStreetMap,Medium
COMP0512,LOC007,Tailoring,Krishna Boutique,28.497463,75.969958,9.9,User-provided,High
COMP0513,LOC008,Kirana,Shree Provision Store,18.208202,78.187681,6.7,OpenStreetMap,Medium
COMP0514,LOC006,Dairy,Om Dairy,23.041666,76.848202,4.6,Illustrative,Low
COMP0515,LOC005,Dairy,Balaji Dairy,31.542031,75.141642,1.4,Illustrative,Low
COMP0516,LOC019,Dairy,Sai Dairy,14.046876,75.429774,5.8,User-provided,High
COMP0517,LOC009,Kirana,Om General Store,31.462071,77.022271,9.3,User-provided,Medium
COMP0518,LOC002,Tailoring,New Tailors,30.185550,73.907394,7.5,OpenStreetMap,High
COMP0519,LOC014,Dairy,City Doodh Bhandar,27.849839,83.058588,5.1,OpenStreetMap,Medium
COMP0520,LOC008,Tailoring,Vishal Fashion Point,31.593242,75.825154,0.8,OpenStreetMap,Medium
COMP0521,LOC006,Kirana,Annapurna Provision Store,14.101011,78.550410,5.2,OpenStreetMap,High
COMP0522,LOC020,Tailoring,Shiv Boutique,16.307504,87.245896,4.5,OpenStreetMap,High
COMP0523,LOC015,Kirana,Star General Store,10.543705,88.044141,5.4,User-provided,Medium
COMP0524,LOC008,Dairy,Shri Maa Dudh Dairy,24.386405,84.840029,1.4,OpenStreetMap,High
COMP0525,LOC009,Dairy,Maa Milk Center,23.245178,82.947976,4.7,User-provided,High
COMP0526,LOC019,Tailoring,Durga Fashion Point,26.677921,77.737568,8.1,OpenStreetMap,High
COMP0527,LOC013,Dairy,Shri Ideal Dudh Dairy,23.874288,82.763012,7.0,OpenStreetMap,Medium
COMP0528,LOC010,Tailoring,Ganesh Boutique,22.887140,86.139558,8.7,Illustrative,Low
COMP0529,LOC007,Kirana,Gopal Mart,21.911849,73.256220,7.9,OpenStreetMap,High
COMP0530,LOC008,Dairy,Sai Milk Center,14.789721,83.964263,9.8,OpenStreetMap,High
COMP0531,LOC004,Dairy,Krishna Dairy,11.981652,78.065104,5.2,OpenStreetMap,Medium
COMP0532,LOC014,Kirana,Gramin Provision Store,9.725027,74.117661,1.7,OpenStreetMap,High
COMP0533,LOC020,Dairy,Shri Om Dudh Dairy,27.480928,84.241712,3.4,User-provided,Medium
COMP0534,LOC007,Tailoring,Prime Tailors,12.109505,83.674330,3.9,OpenStreetMap,High
COMP0535,LOC010,Kirana,Laxmi Mart,9.981865,75.190323,7.9,User-provided,High
COMP0536,LOC008,Tailoring,Modern Tailoring Works,18.894866,73.006428,9.2,OpenStreetMap,High
COMP0537,LOC015,Dairy,Shri Vishal Dudh Dairy,18.605778,81.170488,7.2,OpenStreetMap,High
COMP0538,LOC001,Dairy,Shri Krishna Dudh Dairy,23.819019,83.651968,6.1,OpenStreetMap,High
COMP0539,LOC010,Kirana,Om Provision Store,12.192037,76.353089,7.7,OpenStreetMap,Medium
COMP0540,LOC011,Tailoring,Shree Fashion Point,27.068542,77.753378,3.0,OpenStreetMap,High
COMP0541,LOC005,Dairy,Sun Milk Center,9.128475,77.833105,7.8,Illustrative,Low
COMP0542,LOC016,Tailoring,Laxmi Tailors,24.280821,82.592720,4.4,OpenStreetMap,Medium
COMP0543,LOC017,Dairy,Shri Bharat Dudh Dairy,31.007245,79.368828,7.0,Illustrative,Low
